,ENTRY,BEER,BREWERY,LOCATION,STYLE,SIZE,ABV,IBUs
1866,746.,CuDa Cascadian Dark Ale (2012),Natian Brewery,"Portland, OR",American Black Ale,16 oz.,7.4%,N/A
1867,745.,Dale's Pale Ale (2008),Oskar Blues Brewery,"Lyons, CO",American Pale Ale (APA),12 oz.,6.5%,65
1868,744.,Dale's Pale Ale (2006),Oskar Blues Brewery,"Lyons, CO",American Pale Ale (APA),12 oz.,6.5%,65
1869,743.,Dale's Pale Ale (2004),Oskar Blues Brewery,"Lyons, CO",American Pale Ale (APA),12 oz.,6.5%,65
1870,742.,Dale's Pale Ale (2003),Oskar Blues Brewery,"Lyons, CO",American Pale Ale (APA),12 oz.,6.5%,65
1871,741.,Dale's Pale Ale (2002),Oskar Blues Brewery,"Lyons, CO",American Pale Ale (APA),12 oz.,6.5%,65
1872,740.,Hop Slayer Double IPA (2011),Wild Onion Brewing Company,"Lake Barrington, IL",American Double / Imperial IPA,12 oz.,8.2%,100
1873,739.,Indianapolis Indians Lager,Sun King Brewing Company,"Indianapolis, IN",Dortmunder / Export Lager,16 oz.,5.2%,24
1874,738.,Archer's Ale (2004),Sherwood Forest Brewers,"Marlborough, MA",English Pale Ale,12 oz.,5.0%,N/A
1875,737.,Chester's Beer (2005),Cottrell Brewing,"Pawcatuck, CT",American Pale Lager,12 oz.,3.8%,N/A
1876,736.,Ornery Amber Lager (2003),Tommyknocker Brewery,"Idaho Springs, CO",Vienna Lager,12 oz.,5.5%,33
1877,735.,On-On Ale (2008),Arctic Craft Brewery,"Colorado Springs, CO",American Pale Ale (APA),12 oz.,5.2%,N/A
1878,734.,Leroy (2005),Oskar Blues Brewery,"Lyons, CO",American Brown Ale,12 oz.,5.2%,N/A
1879,733.,Gordon Beer (2006),Oskar Blues Brewery,"Lyons, CO",American Double / Imperial IPA,12 oz.,8.7%,60
1880,731.,Kaleidoscope Collaboration 2012,Devil's Canyon Brewery,"Belmont, CA",American Black Ale,16 oz.,???,N/A
1881,730.,California Sunshine Rye IPA,Devil's Canyon Brewery,"Belmont, CA",American IPA,16 oz.,7.1%,85
1882,729.,Midnight Ryder,Indeed Brewing Company,"Minneapolis, MN",American Black Ale,12 oz.,6.5%,80
1883,728.,Day Tripper Pale Ale,Indeed Brewing Company,"Minneapolis, MN",American Pale Ale (APA),12 oz.,5.4%,45
1884,727.,Shipyard Export,Shipyard Brewing Company,"Portland, ME",American Blonde Ale,12 oz.,5.1%,N/A
1885,726.,G'KNIGHT (16 oz.),Oskar Blues Brewery,"Longmont, CO",American Double / Imperial IPA,16 oz.,8.7%,85
1886,725.,Cant Dog Imperial Pale Ale,Marshall Wharf Brewing Company,"Belfast, ME",American Double / Imperial IPA,16 oz.,9.7%,N/A
1887,724.,Hilliard's Blonde,Hilliard's Beer,"Seattle, WA",American Blonde Ale,16 oz.,4.9%,20
1888,720.,15th Anniversary Abbey Ale (2012),Oskar Blues Brewery,"Longmont, CO",Belgian Dark Ale,16 oz.,9.0%,N/A
1889,719.,Sweet Georgia Brown,Monkey Paw Pub & Brewery,"San Diego, CA",American Brown Ale,16 oz.,5.4%,N/A
1890,718.,Rich Man's IIPA,Monkey Paw Pub & Brewery,"San Diego, CA",American Double / Imperial IPA,16 oz.,8.7%,N/A
1891,717.,Monkey Paw Oatmeal Pale Ale,Monkey Paw Pub & Brewery,"San Diego, CA",American Pale Ale (APA),16 oz.,5.8%,N/A
1892,716.,Trigger Blonde Ale,Crabtree Brewing Company,"Greeley, CO",American Blonde Ale,16 oz.,4.8%,N/A
1893,715.,Long Day Lager,Red Hare Brewing Company,"Marietta, GA",Czech Pilsener,12 oz.,4.9%,N/A
1894,713.,Aloha B’ak’tun,Maui Brewing Company,"Lahaina, HI",Belgian Strong Dark Ale,12 oz.,7.0%,N/A
1895,712.,Liquid Breadfruit,Maui Brewing Company,"Lahaina, HI",Fruit / Vegetable Beer,12 oz.,8.2%,N/A
1896,711.,Over the Rail Pale Ale,Pug Ryan's Brewery,"Dillon, CO",American Pale Ale (APA),12 oz.,5.7%,68
1897,710.,Rye Porter,Revolution Brewing,"Paonia, CO",American Porter,16 oz.,???,N/A
1898,709.,Miner's Gold,Revolution Brewing,"Paonia, CO",American Blonde Ale,16 oz.,5.0%,N/A
1899,708.,Vienna Lager,Revolution Brewing,"Paonia, CO",Vienna Lager,16 oz.,4.6%,N/A
1900,707.,Celsius Summer Ale (2012),Baxter Brewing Company,"Lewiston, ME",American Pale Wheat Ale,12 oz.,4.7%,N/A
1901,706.,Jessie's Garage,Revolution Brewing,"Paonia, CO",American Pale Ale (APA),16 oz.,5.6%,N/A
1902,705.,Hog Wild India Pale Ale,Aviator Brewing Company,"Fuquay-Varina, NC",American IPA,12 oz.,6.7%,N/A
1903,704.,Devils Tramping Ground Tripel,Aviator Brewing Company,"Fuquay-Varina, NC",Tripel,12 oz.,9.2%,5
1904,702.,Hot Rod Red,Aviator Brewing Company,"Fuquay-Varina, NC",American Amber / Red Ale,12 oz.,6.1%,41
1905,700.,The Farmer's Daughter,Lucette Brewing Company,"Menominie, WI",American Blonde Ale,16 oz.,4.8%,N/A
1906,699.,Session '33 (2011),Mustang Brewing Company,"Mustang, OK",American Pale Lager,12 oz.,4.0%,N/A
1907,698.,Indians Victory Lager (2012),Sun King Brewing Company,"Indianapolis, IN",Dortmunder / Export Lager,16 oz.,5.2%,24
1908,697.,Stimulator Pale Ale,Pateros Creek Brewing Company,"Fort Collins, CO",American Pale Ale (APA),16 oz.,5.3%,48
1909,696.,Old Town Ale,Pateros Creek Brewing Company,"Fort Collins, CO",Kölsch,16 oz.,4.5%,22
1910,695.,Car 21,Pateros Creek Brewing Company,"Fort Collins, CO",English Bitter,16 oz.,4.4%,28
1911,694.,Cache La Porter,Pateros Creek Brewing Company,"Fort Collins, CO",American Porter,16 oz.,5.0%,24
1912,693.,Flying Jenny Extra Pale Ale (2012),Grey Sail Brewing of Rhode Island,"Westerly, RI",American Pale Ale (APA),12 oz.,6.0%,54
1913,692.,Blue Point White IPA,Blue Point Brewing Company,"Patchogue, NY",American White IPA,12 oz.,6.0%,40
1914,691.,Walloon (2014),Southern Star Brewing Company,"Conroe, TX",Saison / Farmhouse Ale,12 oz.,5.5%,N/A
1915,690.,Sobrehumano Palena'ole,Maui Brewing Company,"Lahaina, HI",American Amber / Red Ale,12 oz.,6.0%,24
1916,689.,Mystic Mama IPA,Jackie O's Pub & Brewery,"Athens, OH",American IPA,12 oz.,7.0%,N/A
1917,688.,Firefly Amber Ale,Jackie O's Pub & Brewery,"Athens, OH",American Amber / Red Ale,12 oz.,5.0%,N/A
1918,687.,Chomolungma Honey Nut Brown Ale,Jackie O's Pub & Brewery,"Athens, OH",English Brown Ale,12 oz.,6.7%,N/A
1919,686.,Saranac White IPA,Matt Brewing Company,"Utica, NY",American IPA,12 oz.,6.0%,N/A
1920,685.,Lava Lake Wit,Crazy Mountain Brewing Company,"Edwards, CO",Witbier,12 oz.,5.2%,15
1921,684.,Drop Dead Blonde,Stevens Point Brewery,"Stevens Point, WI",American Blonde Ale,12 oz.,3.5%,N/A
1922,683.,Upslope Belgian Style Pale Ale,Upslope Brewing Company,"Boulder, CO",Belgian Pale Ale,12 oz.,7.5%,30
1923,682.,Mjolnir Imperial IPA,Fearless Brewing Company,"Estacada, OR",American Double / Imperial IPA,16 oz.,6.9%,N/A
1924,681.,Summertime Ale,Crystal Springs Brewing Company,"Boulder, CO",Kölsch,16 oz.,5.2%,23
1925,680.,Boater Beer,Eddyline Brewery & Restaurant,"Buena Vista, CO",German Pilsener,16 oz.,4.5%,N/A
1926,677.,Big Red Coq (2012),Brewery Vivant,"Grand Rapids, MI",American Amber / Red Ale,16 oz.,6.2%,N/A
1927,676.,Halcyon Unfiltered Wheat,Tallgrass Brewing Company,"Manhattan, KS",American Pale Wheat Ale,16 oz.,5.0%,20
1928,674.,Quick Wit Belgianesque Ale,Fort George Brewery,"Astoria, OR",Witbier,16 oz.,5.2%,N/A
1929,673.,Dottie Seattle Lager,Emerald City Beer Company,"Seattle, WA",American Amber / Red Lager,16 oz.,4.9%,25
1930,672.,Hop A Potamus Double Dark Rye Pale Ale,Great River Brewery,"Davenport, IA",Rye Beer,16 oz.,9.0%,99
1931,671.,Zaison (2012),Brewery Vivant,"Grand Rapids, MI",Saison / Farmhouse Ale,16 oz.,9.0%,N/A
1932,670.,Vivant Tripel (2012),Brewery Vivant,"Grand Rapids, MI",Tripel,16 oz.,9.2%,N/A
1933,669.,Trebuchet Double IPA (2012),Brewery Vivant,"Grand Rapids, MI",Belgian IPA,16 oz.,9.7%,N/A
1934,668.,Mucho Aloha Hawaiian Pale Ale,Butcher's Brewing,"Carlsbad, CA",American Pale Ale (APA),12 oz.,5.6%,36
1935,667.,Blue Point Summer Ale,Blue Point Brewing Company,"Patchogue, NY",American Blonde Ale,12 oz.,4.4%,16
1936,666.,Rodeo Clown Double IPA,Karbach Brewing Company,"Houston, TX",American Double / Imperial IPA,12 oz.,9.5%,85
1937,665.,Toasted Lager,Blue Point Brewing Company,"Patchogue, NY",Vienna Lager,12 oz.,5.5%,28
1938,664.,Elevated IPA,La Cumbre Brewing Company,"Albuquerque, NM",American IPA,16 oz.,7.2%,100
1939,663.,TailGate IPA,TailGate Beer,"San Diego, CA",American IPA,24 oz.,5.0%,44
1940,662.,TailGate IPA,TailGate Beer,"San Diego, CA",American IPA,12 oz.,5.0%,44
1941,661.,Chaka,Oskar Blues Brewery,"Longmont, CO",Belgian Strong Pale Ale,16 oz. Alumi-Tek®	,8.0%,N/A
1942,660.,Chaka,Sun King Brewing Company,"Indianapolis, IN",Belgian Strong Pale Ale,16 oz. Alumi-Tek®	,8.0%,N/A
1943,659.,Crabtree Oatmeal Stout,Crabtree Brewing Company,"Greeley, CO",Oatmeal Stout,16 oz.,7.5%,29
1944,658.,HUB Lager,Hopworks Urban Brewery,"Portland, OR",Czech Pilsener,16 oz.,5.1%,32
1945,657.,Summer of Lager,Cisco Brewers,"Nantucket, MA",Munich Helles Lager,12 oz.,6.2%,N/A
1946,656.,Indie Pale Ale,Cisco Brewers,"Nantucket, MA",American IPA,12 oz.,6.5%,N/A
1947,655.,Farmer Brown Ale,Great River Brewery,"Davenport, IA",American Brown Ale,16 oz.,7.0%,22
1948,654.,Undun Blonde Ale (2012),Natian Brewery,"Portland, OR",American Blonde Ale,16 oz.,5.3%,N/A
1949,653.,Hopworks IPA (2012),Hopworks Urban Brewery,"Portland, OR",American IPA,16 oz.,6.6%,75
1950,652.,West Sixth IPA,West Sixth Brewing,"Lexington, KY",American IPA,12 oz.,???,N/A
1951,651.,Isis,Sun King Brewing Company,"Indianapolis, IN",American Double / Imperial IPA,16 oz.,9.1%,91
1952,650.,Three Kings Ale,Stevens Point Brewery,"Stevens Point, WI",Kölsch,12 oz.,4.9%,13
1953,649.,Great Crescent Brown Ale,Great Crescent Brewery,"Aurora, IN",American Brown Ale,16 oz.,4.5%,36
1954,648.,Fairweather IPA,Broken Tooth Brewing Company,"Anchorage, AK",American IPA,12 oz.,6.1%,64
1955,647.,Full Boar Scotch Ale,Devil's Canyon Brewery,"Belmont, CA",Scotch Ale / Wee Heavy,16 oz.,7.4%,12
1956,646.,Nut Brown Ale,New South Brewing Company,"Myrtle Beach, SC",English Brown Ale,12 oz.,5.4%,N/A
1957,645.,Rocket Bike American Lager,Moab Brewery,"Moab, UT",California Common / Steam Beer,16 oz.,4.0%,N/A
1958,644.,Johnny's American IPA,Moab Brewery,"Moab, UT",American IPA,16 oz.,4.0%,N/A
1959,643.,Big River Pilsner,Big River Brewing Company,"Chattanooga, TN",Czech Pilsener,12 oz.,5.0%,32
1960,642.,Outlaw IPA (2015),Two Brothers Brewing Company,"Warrenville, IL",American IPA,12 oz.,6.5%,N/A
1961,641.,Hoppy Boy,Twisted Pine Brewing Company,"Boulder, CO",American IPA,16 oz.,6.2%,65
1962,640.,Hipster Ale (Westbrook Brewing),Evil Twin Brewing,"Brooklyn, NY",American Pale Ale (APA),12 oz.,5.5%,N/A
1963,639.,Cherry Ale (1),Great Crescent Brewery,"Aurora, IN",Fruit / Vegetable Beer,16 oz.,5.7%,18
1964,638.,White Zombie Ale,Catawba Brewing Company,"Morganton, NC",Witbier,12 oz.,4.7%,N/A
1965,637.,Monkeynaut IPA,Straight to Ale,"Huntsville, AL",American IPA,12 oz.,7.2%,70
1966,636.,Ryeteous Rye IPA (2012),Renegade Brewing Company,"Denver, CO",American IPA,16 oz.,7.0%,100
1967,633.,Firestarter India Pale Ale,Bonfire Brewing Company,"Eagle, CO",American IPA,16 oz.,6.6%,72
1968,632.,House Brand IPA,Big River Brewing Company,"Chattanooga, TN",American IPA,12 oz.,6.0%,55
1969,631.,Flagship Ale,Grey Sail Brewing of Rhode Island,"Westerly, RI",Cream Ale,12 oz.,4.9%,22
1970,630.,Apollo,Sixpoint Craft Ales,"Brooklyn, NY",American Pale Wheat Ale,16 oz.,5.2%,11
1971,629.,Harbinger,Sixpoint Craft Ales,"Brooklyn, NY",Saison / Farmhouse Ale,16 oz.,4.9%,35
1972,628.,Resin,Sixpoint Craft Ales,"Brooklyn, NY",American Double / Imperial IPA,12 oz.,9.1%,103
1973,627.,Kludde,Brewery Vivant,"Grand Rapids, MI",Belgian Strong Dark Ale,16 oz.,8.5%,N/A
1974,626.,Aurora Lager (2011),Great Crescent Brewery,"Aurora, IN",Dortmunder / Export Lager,16 oz.,5.7%,27
1975,625.,Desert Magic IPA,Mudshark Brewing Company,"Lake Havasu City, AZ",American IPA,12 oz.,7.2%,N/A
1976,623.,TailGate Hefeweizen,TailGate Beer,"San Diego, CA",Hefeweizen,24 oz.,4.9%,28
1977,622.,Blacktop Blonde,TailGate Beer,"San Diego, CA",American Blonde Ale,24 oz.,5.0%,19
1978,620.,B3K Black Lager,Wynkoop Brewing Company,"Denver, CO",Schwarzbier,12 oz.,5.5%,N/A
1979,619.,Wachusett Blueberry Ale,Wachusett Brewing Company,"Westminster, MA",Fruit / Vegetable Beer,12 oz.,4.5%,10
1980,618.,Green Monsta IPA,Wachusett Brewing Company,"Westminster, MA",American IPA,12 oz.,6.0%,55
1981,617.,Zonker Stout,Snake River Brewing Company,"Jackson, WY",Foreign / Export Stout,12 oz.,5.4%,36
1982,616.,Oregon Trail Unfiltered Raspberry Wheat,High Noon Saloon And Brewery,"Leavenworth, KS",Fruit / Vegetable Beer,12 oz.,4.5%,N/A
1983,615.,Frosted Fields Winter Wheat,Great Crescent Brewery,"Aurora, IN",American Dark Wheat Ale,16 oz.,6.0%,25
1984,614.,Upslope Foreign Style Stout,Upslope Brewing Company,"Boulder, CO",Foreign / Export Stout,12 oz.,6.9%,N/A
1985,613.,Mountain Livin' Pale Ale,Crazy Mountain Brewing Company,"Edwards, CO",American Pale Ale (APA),12 oz.,6.0%,N/A
1986,612.,1327 Pod's ESB,Blue Blood Brewing Company,"Lincoln, NE",Extra Special / Strong Bitter (ESB),12 oz.,5.6%,37
1987,611.,834 Happy As Ale,Blue Blood Brewing Company,"Lincoln, NE",American Pale Ale (APA),12 oz.,4.6%,35
1988,610.,UFO White,Harpoon Brewery,"Boston, MA",American Pale Wheat Ale,12 oz.,4.8%,10
1989,609.,Rosa Hibiscus Ale,Revolution Brewing Company,"Chicago, IL",Herbed / Spiced Beer,12 oz.,5.8%,15
1990,608.,Snake Dog IPA,Flying Dog Brewery,"Frederick, MD",American IPA,12 oz.,7.1%,60
1991,607.,Underdog Atlantic Lager,Flying Dog Brewery,"Frederick, MD",American Pale Lager,12 oz.,4.7%,28
1992,606.,Scotty K NA,Uncommon Brewers,"Santa Cruz, CA",Low Alcohol Beer,16 oz.,0.1%,N/A
1993,603.,Midwest Charm Farmhouse Ale,Okoboji Brewing Company,"Spirit Lake, IA",Saison / Farmhouse Ale,16 oz.,6.0%,29
1994,602.,Boji Blue Pale Ale,Okoboji Brewing Company,"Spirit Lake, IA",American Pale Ale (APA),16 oz.,5.0%,45
1995,601.,Winter Games Select #32 Stout,Okoboji Brewing Company,"Spirit Lake, IA",American Stout,16 oz.,5.7%,26
1996,600.,Boji Beach Golden Rye Ale,Okoboji Brewing Company,"Spirit Lake, IA",Rye Beer,16 oz.,5.0%,23
1997,599.,Santa Fe Irish Red Ale,Santa Fe Brewing Company,"Santa Fe, NM",Irish Red Ale,12 oz.,4.5%,N/A
1998,597.,This Season's Blonde,Aspen Brewing Company,"Aspen, CO",American Blonde Ale,12 oz.,5.6%,27
1999,596.,Independence Pass Ale,Aspen Brewing Company,"Aspen, CO",American IPA,12 oz.,7.0%,67
2000,595.,8-Bit Pale Ale,Tallgrass Brewing Company,"Manhattan, KS",American Pale Ale (APA),16 oz.,5.2%,N/A
2001,594.,Triangle India Pale Ale,Triangle Brewing Company,"Durham, NC",American IPA,12 oz.,5.7%,N/A
2002,590.,Longboard Island Lager,Kona Brewing Company,"Kona, HI",American Amber / Red Lager,12 oz.,4.6%,18
2003,589.,Bridal Veil Rye Pale Ale,Telluride Brewing Company,"Telluride, CO",American Pale Ale (APA),12 oz.,5.5%,N/A
2004,588.,Schlafly Hefeweizen,Schlafly Brewing Company,"Saint Louis, MO",Hefeweizen,12 oz.,4.1%,16
2005,587.,Snowshoe White Ale,Midnight Sun Brewing Company,"Anchorage, AK",Witbier,12 oz.,4.8%,12
2006,586.,Kodiak Brown Ale,Midnight Sun Brewing Company,"Anchorage, AK",American Brown Ale,12 oz.,5.0%,24
2007,585.,HGH (Home Grown Hops): Part Duh,Oskar Blues Brewery,"Longmont, CO",American Strong Ale,12 oz.,8.0%,70
2008,584.,Wee Muckle (2011),Sun King Brewing Company,"Indianapolis, IN",Scotch Ale / Wee Heavy,16 oz.,9.0%,30
2009,583.,Long Hammer IPA,Redhook Brewery,"Woodinville, WA",American IPA,12 oz.,6.5%,44
2010,582.,Balt Altbier,Union Craft Brewing,"Baltimore, MD",Altbier,12 oz.,6.0%,N/A
2011,581.,312 Urban Wheat Ale (2012),Goose Island Brewing Company,"Chicago, IL",American Pale Wheat Ale,12 oz.,4.2%,20
2012,580.,Narragansett Cream Ale,Narragansett Brewing Company,"Providence, RI",Cream Ale,16 oz.,5.0%,22
2013,579.,Big Sky IPA (2012),Big Sky Brewing Company,"Missoula, MT",American IPA,12 oz.,6.2%,65
2014,578.,Shift,New Belgium Brewing Company,"Fort Collins, CO",American Pale Lager,16 oz.,5.0%,29
2015,577.,Bomb Lager (New Recipe),Bomb Beer Company,"New York, NY",Munich Helles Lager,12 oz.,5.1%,N/A
2016,576.,White Thai,Westbrook Brewing Company,"Mt. Pleasant, SC",Witbier,12 oz.,5.0%,16
2017,575.,Westbrook IPA,Westbrook Brewing Company,"Mt. Pleasant, SC",American IPA,12 oz.,6.8%,65
2018,574.,Blackbeary Wheat,Long Trail Brewing Company,"Bridgewater Corners, VT",Fruit / Vegetable Beer,12 oz.,4.0%,8
2019,573.,Long Trail Ale (1),Long Trail Brewing Company,"Bridgewater Corners, VT",Altbier,12 oz.,4.6%,30
2020,572.,Barney Flats Oatmeal Stout (2012),Anderson Valley Brewing Company,"Boonville, CA",Oatmeal Stout,12 oz.,5.7%,13
2021,571.,Maduro Brown Ale,Cigar City Brewing Company,"Tampa, FL",American Brown Ale,12 oz.,5.5%,25
2022,570.,Hotter Than Helles Lager,Cigar City Brewing Company,"Tampa, FL",Munich Helles Lager,12 oz.,5.0%,N/A
2023,569.,Tocobaga Red Ale,Cigar City Brewing Company,"Tampa, FL",American Amber / Red Ale,12 oz.,7.2%,75
2024,568.,668 Neighbor of the Beast12 oz.,New England Brewing Company,"Woodbridge, CT",Belgian Pale Ale,12 oz.,9.0%,N/A
2025,567.,Churchkey Pilsner Style Beer,Churchkey Can Company,"Seattle, WA",American Pilsner,12 oz.,4.9%,29
2026,566.,East India Pale Ale,Brooklyn Brewery,"Brooklyn, NY",English India Pale Ale (IPA),12 oz.,6.8%,47
2027,565.,Deviant Dale's IPA,Oskar Blues Brewery,"Longmont, CO",American Double / Imperial IPA,16 oz.,8.0%,N/A
2028,564.,Ranger IPA,New Belgium Brewing Company,"Fort Collins, CO",American IPA,16 oz.,6.5%,70
2029,563.,Fat Tire Amber Ale,New Belgium Brewing Company,"Fort Collins, CO",American Amber / Red Ale,16 oz.,5.2%,18
2030,562.,Sunrise Oatmeal Pale Ale,Fort George Brewery,"Astoria, OR",American Pale Ale (APA),16 oz.,5.5%,N/A
2031,560.,Persnickety Pale,Two Beers Brewing Company,"Seattle, WA",American Pale Ale (APA),12 oz.,5.7%,36
2032,559.,Jon Boat Coastal Ale,Intuition Ale Works,"Jacksonville, FL",American Blonde Ale,12 oz.,4.5%,20
2033,558.,I-10 IPA,Intuition Ale Works,"Jacksonville, FL",American IPA,12 oz.,6.8%,55
2034,556.,Eclipse Black IPA,Crabtree Brewing Company,"Greeley, CO",American Black Ale,16 oz.,7.7%,71
2035,555.,Le Mort Vivant (2011),Southern Star Brewing Company,"Conroe, TX",Bière de Garde,12 oz.,6.9%,23
2036,553.,People's Pale Ale,Intuition Ale Works,"Jacksonville, FL",American Pale Ale (APA),12 oz.,5.3%,28
2037,552.,Cavatica Stout,Fort George Brewery,"Astoria, OR",American Double / Imperial Stout,16 oz.,8.8%,N/A
2038,550.,Rocket Girl,Asheville Brewing Company,"Asheville, NC",Kölsch,12 oz.,3.2%,27
2039,549.,Point the Way IPA (2012),Golden Road Brewing,"Los Angeles, CA",American IPA,16 oz.,5.9%,60
2040,548.,Golden Road Hefeweizen (2012),Golden Road Brewing,"Los Angeles, CA",Hefeweizen,16 oz.,4.6%,15
2041,547.,La Perouse White,Maui Brewing Company,"Lahaina, HI",Witbier,12 oz.,5.0%,12
2042,546.,Jai Alai IPA,Cigar City Brewing Company,"Tampa, FL",American IPA,12 oz.,7.5%,70
2043,545.,Florida Cracker Belgian Wit,Cigar City Brewing Company,"Tampa, FL",Witbier,12 oz.,5.0%,18
2044,544.,Old Elephant Foot IPA,Tampa Bay Brewing Company,"Tampa, FL",American IPA,16 oz.,7.0%,80
2045,543.,Bacon Brown Ale,Uncommon Brewers,"Santa Cruz, CA",American Brown Ale,16 oz.,6.8%,N/A
2046,542.,Canyon Cream Ale,Crow Peak Brewing Company,"Spearfish, SD",Cream Ale,12 oz.,5.5%,N/A
2047,541.,Walter's Premium Pilsener Beer,Northwoods Brewpub,"Eau Claire, WI",German Pilsener,12 oz.,4.5%,N/A
2048,540.,Big Cock IPA,Great River Brewery,"Davenport, IA",American IPA,16 oz.,7.0%,70
2049,539.,Oktoberfest,Great River Brewery,"Davenport, IA",Märzen / Oktoberfest,16 oz.,5.9%,25
2050,538.,Tour de Nez Belgian IPA (Current),Buckbean Brewing Company,"Reno, NV",Belgian IPA,16 oz.,8.0%,N/A
2051,537.,Velvet Rooster,Tallgrass Brewing Company,"Manhattan, KS",Tripel,16 oz.,8.5%,N/A
2052,534.,Dirty Blonde Ale,Atwater Brewery,"Detroit, MI",American Blonde Ale,12 oz.,4.5%,8
2053,533.,Amber Road,Baxter Brewing Company,"Lewiston, ME",American Amber / Red Ale,12 oz.,5.5%,35
2054,532.,Grapefruit Jungle (GFJ) (2011),Sun King Brewing Company,"Indianapolis, IN",American IPA,16 oz.,7.5%,77
2055,531.,Special Edition: Allies Win The War!,21st Amendment Brewery,"San Francisco, CA",English Strong Ale,12 oz.,8.5%,52
2056,530.,Flagship IPA,Carolina Brewery,"Pittsboro, NC",English India Pale Ale (IPA),12 oz.,5.7%,N/A
2057,529.,Tin Roof Blonde Ale,Tin Roof Brewing Company,"Baton Rouge, LA",American Blonde Ale,12 oz.,4.5%,18
2058,528.,Grand Circus IPA,Atwater Brewery,"Detroit, MI",American IPA,12 oz.,5.0%,62
2059,527.,Atwater's Lager,Atwater Brewery,"Detroit, MI",Munich Helles Lager,12 oz.,5.0%,12
2060,526.,Sun King Oktoberfest (2011),Sun King Brewing Company,"Indianapolis, IN",Märzen / Oktoberfest,16 oz.,5.5%,23
2061,525.,Diesel,Sixpoint Craft Ales,"Brooklyn, NY",American Stout,16 oz.,6.3%,69
2062,524.,Dolores River Hefeweizen,Dolores River Brewery,"Dolores, CO",Hefeweizen,16 oz.,???,N/A
2063,523.,Winter Solstice,Anderson Valley Brewing Company,"Boonville, CA",Winter Warmer,12 oz.,6.9%,6
2064,521.,McKinney Eddy Amber Ale,Piney River Brewing Company,"Bucryus, MO",American Amber / Red Ale,16 oz.,5.5%,20
2065,520.,Inclined Plane Ale,Flat Rock Brewing Company,"Smithton, PA",American IPA,12 oz.,???,N/A
2066,519.,SoDo Brown Ale,Two Beers Brewing Company,"Seattle, WA",American Brown Ale,12 oz.,5.4%,20
2067,518.,Immersion Amber Ale (2011),Two Beers Brewing Company,"Seattle, WA",American Amber / Red Ale,12 oz.,5.2%,27
2068,517.,40th Annual Bix Street Fest Copper Ale (Current),Great River Brewery,"Davenport, IA",American Amber / Red Ale,16 oz.,4.8%,25
2069,516.,Jockamo IPA,Abita Brewing Company,"Abita Springs, LA",American IPA,12 oz.,6.5%,52
2070,515.,Purple Haze,Abita Brewing Company,"Abita Springs, LA",Fruit / Vegetable Beer,12 oz.,4.2%,13
2071,514.,Abita Amber,Abita Brewing Company,"Abita Springs, LA",American Amber / Red Lager,12 oz.,4.5%,17
2072,513.,Bomb Lager (Old Recipe),Bomb Beer Company,"New York, NY",Munich Helles Lager,12 oz.,4.5%,27
2073,512.,Autumnation (2011-12) (2011),Sixpoint Craft Ales,"Brooklyn, NY",Pumpkin Ale,16 oz.,6.0%,48
2074,511.,High Country Pilsner (Current),Mammoth Brewing Company,"Mammoth Lakes, CA",German Pilsener,12 oz.,4.2%,N/A
2075,509.,T-Rail Pale Ale,Old Forge Brewing Company,"Danville, PA",American Pale Ale (APA),16 oz.,5.5%,N/A
2076,508.,Endless Summer Ale (2011),Old Forge Brewing Company,"Danville, PA",American Pale Wheat Ale,16 oz.,4.8%,N/A
2077,507.,Firewater India Pale Ale,Catawba Brewing Company,"Morganton, NC",American IPA,12 oz.,5.2%,N/A
2078,506.,Great Falls Select Pale Ale,Harvest Moon Brewing Company,"Belt, MT",American Blonde Ale,12 oz.,???,N/A
2079,505.,Evolutionary IPA (2011),Two Beers Brewing Company,"Seattle, WA",American IPA,12 oz.,6.2%,70
2080,504.,Roler Bock (Current),Buckbean Brewing Company,"Reno, NV",Maibock / Helles Bock,16 oz.,???,N/A
2081,502.,Alteration,Hops & Grain Brewery,"Austin, TX",Altbier,12 oz.,5.1%,40
2082,501.,Pale Dog,Hops & Grain Brewery,"Austin, TX",American Pale Ale (APA),12 oz.,6.0%,50
2083,499.,Alphadelic IPA (2011),Hop Valley Brewing Company,"Springfield, OR",American IPA,12 oz.,6.5%,90
2084,498.,Double D Blonde (2011),Hop Valley Brewing Company,"Springfield, OR",American Blonde Ale,12 oz.,4.9%,20
2085,497.,Hilliard's Amber Ale,Hilliard's Beer,"Seattle, WA",American Amber / Red Ale,16 oz.,5.5%,60
2086,496.,Hilliard's Saison,Hilliard's Beer,"Seattle, WA",Saison / Farmhouse Ale,16 oz.,6.6%,30
2087,495.,Voodoo Bengal Pale Ale,Tin Roof Brewing Company,"Baton Rouge, LA",American Pale Ale (APA),12 oz.,5.5%,37
2088,494.,Perfect Tin Amber,Tin Roof Brewing Company,"Baton Rouge, LA",American Amber / Red Ale,12 oz.,4.5%,28
2089,486.,Hopitoulas IPA,New Orleans Lager & Ale Brewing ...,"New Orleans, LA",American IPA,16 oz.,6.5%,N/A
2090,485.,NOLA Brown Ale,New Orleans Lager & Ale Brewing ...,"New Orleans, LA",English Dark Mild Ale,12 oz.,3.9%,N/A
2091,484.,NOLA Blonde Ale,New Orleans Lager & Ale Brewing ...,"New Orleans, LA",American Blonde Ale,12 oz.,4.9%,N/A
